,loss,accuracy,val_loss,val_accuracy,Mod_Params
0,0.8848897218704224,0.4964176118373871,0.7910296320915222,0.5463347434997559,100.0
1,0.7517619132995605,0.645854651927948,0.774883508682251,0.6811894774436951,100.0
2,0.36552807688713074,0.8802456259727478,0.8018062710762024,0.6957123279571533,256.0
3,0.19851358234882355,0.9426816701889038,1.0633679628372192,0.6929460763931274,3.0
4,0.14493128657341003,0.9631525278091431,1.3988491296768188,0.7053942084312439,0.6
5,0.08936519920825958,0.9733878970146179,1.731728434562683,0.633471667766571,64.0
6,0.0837932601571083,0.9805527329444885,1.5731323957443237,0.6099585294723511,12.0
7,0.05947137251496315,0.9856704473495483,1.784867763519287,0.633471667766571,
8,0.022245371714234352,0.997952938079834,1.9297937154769897,0.5836791396141052,
9,0.020374534651637077,0.9948822855949402,1.9255776405334473,0.6694329380989075,
10,0.011978967115283012,0.997952938079834,1.9632583856582642,0.6154910326004028,
11,0.012612606398761272,0.998976469039917,1.9562890529632568,0.6521438360214233,
